Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycling_Metal,Recycling_Paper,Recycling_Plastic,Cooking_Grill,Cooking_Microwave,Cooking_Oven,Cooking_Stove
1,0,1,3,0,2,4,2,110,1,16,3,1,21,24,2,1,1892,0,0,0,1,1,1,0
1,1,1,3,0,2,4,0,87,1,26,2,1,9,31,15,0,1881,0,0,1,1,0,0,1
1,1,2,3,2,0,0,1,218,3,6020,3,5,3,45,14,1,6094,0,0,1,0,0,0,0
2,0,3,3,0,1,4,2,211,2,1395,2,2,24,40,11,1,2238,1,1,1,0,0,1,0
1,1,2,2,2,2,4,1,266,3,61,2,7,15,25,21,0,3833,0,1,1,1,1,0,1
3,0,1,3,2,2,4,2,229,0,75,2,4,1,37,9,1,1481,1,0,0,1,0,1,1
1,0,2,1,1,1,4,1,288,3,1365,0,3,14,34,8,0,2469,0,1,1,0,0,1,0
2,1,1,3,1,0,3,2,73,0,8299,0,2,4,33,14,1,3469,0,1,0,1,0,1,0
2,0,1,3,3,1,4,0,196,0,1062,0,1,17,12,14,0,749,1,1,1,0,0,1,0
0,0,1,0,2,2,4,0,153,2,45,0,7,1,46,6,1,1821,0,1,1,0,1,1,1
3,1,0,1,2,1,4,0,113,1,316,1,3,6,24,7,2,1164,1,0,1,1,0,0,1
1,0,3,0,1,1,4,1,177,2,1829,3,4,12,8,13,2,1555,1,1,1,0,0,1,0
1,0,3,0,0,2,4,2,282,1,12,2,6,7,36,2,1,2322,0,1,1,0,1,1,1
0,1,1,1,2,2,4,1,142,3,38,3,2,6,4,15,0,2378,1,1,0,0,0,1,1
1,1,3,0,3,0,1,1,131,2,4439,1,1,5,38,7,1,1926,1,1,1,1,1,0,0
2,0,0,2,1,0,2,2,199,1,7904,2,5,10,8,11,2,2665,0,1,0,0,0,0,0
1,1,1,3,3,1,4,2,171,0,1535,3,7,20,18,5,2,2510,0,1,0,1,0,0,1
3,0,1,2,1,2,4,0,232,2,28,1,5,13,50,24,0,1837,0,1,0,1,0,0,0
2,1,2,3,2,2,4,2,227,1,11,2,4,9,12,15,1,1437,1,1,1,0,0,1,1
3,1,0,2,0,2,4,0,277,2,56,3,7,14,4,11,2,2563,1,0,1,0,1,1,0
0,1,0,3,0,1,4,1,210,2,1844,1,5,18,26,6,0,2345,1,1,1,1,0,0,1
2,0,1,1,0,1,4,0,226,0,1131,3,3,1,22,18,0,1805,0,0,0,1,0,1,1
3,1,2,3,1,1,4,1,158,2,145,0,5,23,50,6,1,1643,1,1,1,0,0,0,0
2,1,3,0,2,1,4,1,279,2,672,1,6,2,21,3,0,2196,1,0,0,0,1,0,1
1,1,2,1,0,0,1,2,298,0,1637,2,7,0,17,24,1,2443,0,0,1,1,0,0,0
1,0,2,0,1,0,1,2,234,2,6893,0,3,5,18,22,0,1699,0,0,1,0,0,0,1
1,1,0,3,3,0,3,0,247,2,66,1,6,12,6,5,1,2145,1,0,1,1,1,0,1
0,1,2,0,0,1,4,1,150,1,1734,1,6,13,5,18,0,1632,0,1,1,1,0,1,1
2,0,3,2,3,2,4,1,110,2,38,2,6,19,15,6,1,2035,1,0,1,1,0,1,1
2,1,2,3,2,0,0,1,221,3,4733,1,1,6,30,22,2,4263,1,0,0,0,1,1,0
0,0,1,3,2,2,4,1,69,3,33,3,6,10,20,12,1,2926,0,0,0,0,1,0,0
0,0,3,2,2,1,4,1,129,3,2,0,6,19,10,14,1,2052,1,0,1,1,0,0,0
1,0,0,0,1,1,4,0,133,0,670,1,5,17,12,7,1,833,0,1,1,0,0,0,0
3,1,0,0,1,1,4,1,56,2,1370,3,4,12,43,18,1,2014,0,1,1,0,0,1,1
1,0,3,0,0,0,1,1,157,3,550,1,2,14,16,18,2,2475,0,1,1,0,0,1,0
1,1,2,1,2,2,4,1,203,0,75,2,3,20,39,13,1,1822,0,1,0,1,1,1,1
2,1,3,1,1,1,4,1,268,3,31,1,6,12,48,1,2,2967,1,1,0,0,1,1,1
2,1,2,0,3,0,3,0,140,1,5868,2,4,23,7,21,2,3098,0,0,1,1,1,0,1
3,0,2,3,3,0,1,1,189,0,9219,0,1,9,18,8,1,893,0,0,1,1,1,0,0
2,0,2,0,0,1,4,2,234,1,330,0,1,21,16,6,0,1456,0,0,1,1,0,0,0
3,0,1,0,1,2,4,0,127,3,85,3,1,15,41,15,1,2028,0,0,1,0,0,1,1
0,0,3,1,2,0,0,2,168,3,2267,0,2,18,28,7,0,2662,0,1,0,1,0,1,1
1,0,1,2,3,1,4,1,154,0,1713,0,6,5,0,8,1,1190,0,0,1,1,1,0,1
3,0,1,2,1,2,4,0,257,3,81,2,5,22,33,10,0,2197,1,1,1,1,0,0,0
0,1,2,1,2,0,0,1,107,1,5165,3,3,3,2,13,0,2534,1,0,0,1,0,1,0
1,0,1,1,2,0,5,2,65,2,7189,0,5,0,50,22,0,5158,0,0,1,1,1,0,1
3,0,0,2,3,2,4,2,222,0,88,1,5,24,35,15,1,1518,0,1,0,1,0,1,1
3,1,2,1,1,1,4,0,218,2,348,2,1,20,37,7,1,1376,1,1,1,1,0,0,0
3,1,2,2,3,0,2,0,238,3,8108,3,6,20,32,22,2,4202,1,1,1,1,0,1,0
2,0,3,2,3,0,0,0,109,2,5349,2,5,15,46,20,0,3693,1,1,0,1,0,0,1
1,1,3,3,2,2,4,1,136,1,52,2,1,17,19,5,1,1611,0,0,0,1,0,0,1
2,1,1,0,3,0,2,1,250,3,8930,1,7,19,6,22,1,4814,0,0,0,0,0,0,0
3,1,2,2,3,2,4,1,136,0,10,3,4,17,7,16,1,1151,1,1,0,1,1,0,0
2,1,1,3,3,0,1,1,151,3,8712,3,4,13,29,8,0,3392,0,1,1,1,0,1,1
1,0,1,3,0,0,5,1,245,3,3422,1,4,2,24,22,0,4080,1,1,1,1,0,0,1
2,1,1,3,2,1,4,0,103,2,1798,2,1,5,46,23,2,2158,1,1,1,0,1,0,1
0,0,0,1,3,0,0,0,228,3,6028,1,5,3,43,7,2,3758,0,1,0,0,1,1,0
3,0,2,3,2,2,4,2,155,0,2,3,6,13,47,16,2,1865,0,0,1,1,0,1,0
1,0,1,0,0,1,4,0,116,2,427,2,1,9,45,6,0,2325,1,0,1,1,1,1,1
2,0,1,0,3,2,4,1,85,2,34,2,2,12,28,12,0,1930,0,0,1,0,0,1,1
2,1,0,0,2,2,4,0,119,2,65,1,2,2,5,11,0,1910,0,0,0,1,0,0,0
3,0,3,3,1,0,0,0,288,2,8609,0,3,17,5,14,0,2779,1,0,0,0,1,1,0
0,0,2,3,2,1,4,2,60,2,164,0,1,23,43,3,2,1739,0,0,1,0,0,1,0
1,1,2,2,1,2,4,1,85,1,43,1,1,22,24,3,2,910,0,1,1,1,1,0,1
2,1,3,1,1,1,4,2,152,0,1449,1,3,0,34,6,2,1467,0,0,1,1,0,0,1
0,1,0,0,0,1,4,1,278,1,1849,1,5,6,34,21,2,2344,0,1,0,1,1,0,1
3,1,1,0,1,1,4,2,95,1,1921,0,7,9,38,5,2,1344,1,1,0,0,0,1,1
2,1,1,3,0,0,2,1,88,0,454,2,3,24,25,18,2,1851,1,0,1,1,0,1,0
3,0,0,0,0,2,4,2,268,3,0,3,1,20,26,24,1,2700,0,0,0,1,0,0,1
0,0,3,0,3,0,5,0,155,0,2752,2,2,11,28,0,0,1694,1,1,0,0,0,0,0
2,1,3,0,1,1,4,2,244,0,1065,2,7,3,50,15,2,2112,0,1,0,1,0,0,0
2,1,0,0,2,1,4,0,68,2,749,3,6,2,2,5,1,2098,0,1,0,1,0,0,0
0,1,3,2,0,2,4,1,87,3,58,0,5,23,46,0,1,2775,1,1,0,0,0,1,0
1,0,3,0,0,0,3,2,130,0,1071,3,1,13,25,1,1,1786,0,0,1,0,0,1,1
2,1,1,2,0,2,4,2,191,0,30,3,7,1,15,17,2,2437,0,0,0,0,1,0,1
0,0,0,0,1,0,1,2,299,3,7031,2,2,10,47,12,1,2780,1,0,0,1,1,1,1
3,1,3,3,3,0,3,1,65,2,4298,1,5,5,50,18,0,3006,1,1,1,0,1,1,0
2,0,2,3,2,0,3,0,245,0,7618,3,2,8,20,18,1,3114,0,1,0,1,0,0,1
3,0,3,3,2,0,3,0,279,2,8301,3,6,22,11,8,0,3727,1,1,0,1,0,1,0
2,1,1,3,1,1,4,0,122,1,1882,1,2,12,35,5,0,1302,1,1,0,1,1,1,1
0,0,3,1,0,1,4,1,248,3,207,1,6,12,29,16,2,2556,1,0,1,0,0,0,0
2,0,2,3,0,1,4,0,50,2,671,0,5,6,29,23,0,1956,1,1,0,0,1,1,1
3,0,1,0,2,2,4,0,239,0,46,1,1,2,17,13,2,734,1,0,0,0,1,1,0
2,0,0,0,3,2,4,2,77,2,66,3,3,20,49,9,0,2413,1,0,0,1,0,1,1
0,0,2,0,0,0,3,0,107,3,7523,0,4,12,29,22,0,4124,1,0,1,0,0,1,1
0,0,0,2,2,2,4,0,243,3,51,3,2,16,50,3,0,2759,1,0,0,0,1,1,0
1,0,2,0,0,2,4,1,213,2,96,1,3,16,1,5,1,1667,0,1,1,0,1,0,0
3,0,1,3,1,0,0,2,72,2,7757,0,4,9,33,9,0,2988,1,0,1,0,1,0,0
2,0,3,0,0,2,4,2,152,0,79,2,7,11,15,19,1,1690,1,1,0,1,1,1,0
2,0,0,0,3,0,0,0,258,3,3748,1,7,17,26,22,2,3791,1,1,0,0,0,1,1
1,0,3,0,3,0,5,0,179,2,3148,2,7,9,27,4,0,3630,1,1,0,1,0,1,0
2,0,3,1,1,0,5,2,198,1,5151,3,4,19,19,12,1,3341,1,0,0,1,1,1,0
1,1,0,1,2,2,4,2,182,2,84,1,7,14,49,0,2,2903,1,0,1,1,0,1,0
2,1,1,2,2,0,3,0,58,0,8585,0,7,18,34,1,2,3942,0,0,0,0,1,1,0
0,1,3,3,2,1,4,1,296,2,1113,0,1,19,14,17,0,2066,0,0,0,1,0,1,1
1,0,3,0,3,1,4,2,66,3,1238,3,2,12,22,3,2,2527,1,1,0,0,0,1,1
1,1,2,3,1,0,1,0,73,3,7677,0,5,8,41,3,0,2551,0,1,0,0,0,0,0
3,1,3,1,2,1,4,2,211,0,1176,3,5,6,24,19,0,1954,0,0,0,0,0,0,1
1,1,2,1,3,2,4,0,221,1,22,1,6,5,5,2,0,1451,0,0,1,1,0,0,0
3,0,2,0,3,1,4,1,119,1,1797,0,2,3,24,22,1,992,1,1,0,0,0,0,0
1,0,3,3,3,0,2,0,240,0,2456,1,3,16,31,9,0,1710,0,1,1,1,0,0,0
2,1,2,1,0,0,5,0,261,3,3229,1,1,10,42,3,2,4352,0,1,1,0,1,1,0
1,0,2,3,1,0,2,0,149,0,3294,2,3,19,49,10,2,2062,0,0,1,1,1,0,1
3,0,2,3,1,0,1,2,178,3,5409,2,5,6,10,3,2,1886,0,1,0,0,0,1,1
0,0,3,0,0,1,4,2,190,3,561,0,4,3,13,12,2,2321,0,1,0,1,1,0,0
2,0,3,1,0,0,0,0,199,1,9427,3,3,22,7,20,1,3781,1,0,0,1,1,0,1
3,1,3,3,1,0,1,0,177,2,131,1,4,9,1,12,1,1227,1,0,0,0,1,0,0
0,0,1,1,3,2,4,1,70,1,34,0,2,21,48,2,0,1481,0,0,0,1,1,1,1
0,0,0,2,1,2,4,1,237,0,93,0,2,5,45,3,0,1325,0,0,1,1,0,1,1
2,0,2,0,0,0,1,0,89,3,8843,3,1,3,7,8,1,1945,1,1,1,1,1,0,1
3,1,2,0,2,0,0,2,95,3,556,1,4,17,38,7,1,2812,0,0,0,1,1,1,1
0,0,3,3,0,1,4,1,260,2,1733,2,3,20,47,2,0,2213,0,1,1,1,0,0,0
0,1,1,2,2,1,4,0,68,0,49,0,7,14,47,7,1,1287,1,0,1,0,0,1,0
0,0,1,1,0,2,4,0,201,3,60,2,6,21,12,13,2,2603,0,0,0,0,0,0,0
0,0,3,0,1,1,4,1,85,3,284,2,7,6,47,2,1,2394,1,1,0,0,0,0,0
1,0,2,1,3,1,4,2,78,3,446,2,1,11,22,23,2,2292,1,1,1,1,1,1,0
3,0,3,1,3,0,2,0,58,0,5956,0,4,24,45,5,2,1707,1,0,1,0,1,0,0
2,1,1,0,2,2,4,2,94,3,17,1,6,24,9,24,0,2757,0,1,1,1,1,0,1
1,0,0,2,1,1,4,0,102,0,863,2,3,23,34,4,2,955,1,1,1,1,0,0,0
0,1,0,2,2,1,4,0,236,2,596,0,1,9,6,21,1,1684,0,1,1,0,1,1,0
3,1,0,0,1,0,2,2,111,3,3325,1,6,22,21,5,2,3149,0,0,0,1,0,1,0
1,1,0,1,1,1,4,2,170,2,235,0,3,19,3,10,2,1806,0,0,0,0,1,0,0
3,0,2,0,1,1,4,1,195,1,1952,0,1,21,9,20,0,782,1,0,1,0,1,1,1
2,0,1,0,3,1,4,2,285,2,1963,3,4,3,28,19,2,2485,0,1,1,0,1,1,1
0,1,3,2,1,0,3,2,281,2,3055,3,6,13,39,5,0,3412,0,1,0,1,1,1,0
3,1,3,3,1,0,0,0,287,1,8077,1,2,17,50,11,2,3509,1,0,0,1,1,1,1
1,1,3,1,3,0,5,2,185,1,2077,3,1,11,30,20,0,2626,1,1,1,1,1,0,1
0,1,2,0,0,0,1,2,278,2,5043,1,5,12,13,1,1,2268,0,0,1,1,0,1,0
1,0,0,3,2,2,4,2,278,1,69,1,2,1,20,14,2,1642,1,1,1,0,1,1,1
0,1,2,1,1,0,5,2,249,0,7179,1,6,21,9,13,1,3821,1,0,0,1,0,0,1
2,0,0,0,1,0,5,2,60,1,7186,2,5,4,11,7,0,3508,0,1,1,0,0,0,0
2,1,2,0,0,1,4,0,276,1,127,3,4,20,28,0,2,2229,0,0,1,1,0,0,0
1,1,2,0,3,2,4,1,285,2,79,0,3,6,43,23,1,2221,1,1,1,1,0,1,1
0,1,1,3,0,1,4,2,158,0,1649,1,2,5,3,10,2,1358,0,0,0,1,1,1,0
2,0,3,3,2,0,3,0,77,3,7486,1,5,12,10,21,0,4359,0,0,0,1,0,0,1
2,1,0,0,1,0,2,2,107,1,3604,2,1,14,0,9,0,1824,0,0,0,1,0,1,0
0,1,1,0,0,0,0,0,172,2,5037,3,2,7,10,10,2,2946,1,1,1,1,0,1,0
3,1,3,1,1,0,3,2,105,1,4071,0,5,23,9,22,1,2195,0,0,0,0,1,0,0
1,0,2,3,0,0,2,0,132,1,7430,0,5,15,39,17,0,3284,0,0,0,1,1,1,1
2,1,0,1,1,2,4,2,144,1,7,0,3,17,13,2,2,1246,0,0,1,1,1,0,0
1,0,3,0,1,2,4,2,135,1,14,3,7,12,10,24,1,1780,1,1,1,0,0,1,0
0,0,2,1,3,2,4,2,178,2,20,0,1,0,24,18,0,1551,0,1,1,0,1,0,1
2,1,3,3,0,1,4,1,216,2,1283,2,7,1,28,12,2,2809,1,0,0,0,1,1,0
3,1,2,2,1,2,4,0,244,3,92,2,2,11,27,17,0,2269,1,0,0,1,1,1,1
3,0,2,0,0,0,3,2,151,1,4989,0,1,20,50,3,0,2642,1,0,0,1,1,1,1
2,1,0,0,0,2,4,2,259,0,18,0,6,3,35,1,1,2009,0,1,1,1,1,0,1
1,1,3,1,1,2,4,2,241,2,54,3,3,5,5,20,2,2168,0,0,1,1,0,0,1
2,1,2,2,2,1,4,1,271,3,506,0,5,8,40,21,2,3114,0,0,1,1,1,1,1
2,1,1,1,0,2,4,2,178,0,52,1,1,10,34,18,1,1736,0,1,0,1,0,0,1
1,1,0,2,1,1,4,1,151,0,559,2,2,20,24,3,0,1180,1,1,0,1,0,1,0
2,1,3,2,3,1,4,2,80,0,1230,3,1,16,18,0,1,1107,1,0,1,1,0,0,1
0,1,1,3,3,1,4,2,281,3,737,0,5,20,27,20,2,2919,0,1,0,0,1,0,0
0,1,0,3,0,1,4,2,179,2,550,2,3,4,48,19,2,2539,1,1,1,1,0,1,0
3,1,2,3,0,2,4,2,150,3,71,1,7,16,33,23,2,3244,1,0,0,1,0,1,1
0,1,0,0,2,0,2,1,110,0,2041,0,2,15,43,20,0,1804,0,0,1,0,0,0,0
2,0,2,1,3,1,4,1,101,0,68,3,3,13,1,5,0,881,1,0,1,0,0,0,0
1,1,2,1,0,1,4,0,87,3,677,0,6,17,4,2,0,2857,1,1,1,1,0,1,1
2,1,0,2,3,0,0,1,222,2,2212,1,7,15,26,11,1,3319,0,0,0,0,0,0,0
3,1,1,2,1,2,4,1,118,1,39,0,6,20,4,17,0,926,0,1,0,1,1,0,0
0,1,1,2,1,0,3,1,235,0,3368,0,7,12,27,16,0,2042,1,1,1,1,0,1,0
0,1,3,3,0,1,4,0,173,2,1219,2,4,21,0,0,2,1920,1,0,0,0,0,0,1
3,1,2,0,1,0,0,2,216,2,3757,1,3,14,8,22,0,2451,0,0,0,0,0,0,1
3,1,1,1,0,1,4,2,97,3,552,1,2,9,3,2,2,2196,1,0,0,0,1,1,1
3,1,1,1,1,2,4,2,193,3,2,2,7,5,36,11,2,2929,0,1,0,1,0,0,1
3,1,2,2,0,0,3,0,144,1,5134,1,5,5,11,13,0,2714,0,1,1,1,1,0,0
2,1,1,1,3,0,3,2,188,3,1230,0,2,24,17,20,0,3088,1,0,0,0,1,1,0
3,0,1,1,2,1,4,1,270,0,377,1,2,17,5,18,1,895,0,1,0,1,0,0,1
2,0,3,2,0,0,0,2,167,3,1630,0,5,5,28,0,0,3231,0,0,0,0,1,1,0
3,0,1,2,1,0,1,2,181,3,3900,3,6,15,31,11,0,2312,1,1,1,1,1,1,1
2,1,3,3,3,1,4,1,99,1,165,0,7,21,24,13,2,1743,0,0,0,1,1,0,1
1,0,0,0,3,1,4,2,143,1,1100,2,4,21,10,19,1,1741,0,1,0,1,0,0,0
2,1,2,2,0,2,4,2,88,3,37,2,2,13,43,19,1,3309,0,1,1,0,0,0,0
2,0,1,1,3,1,4,1,102,1,1215,2,3,21,6,23,1,1177,0,1,1,0,0,0,1
0,0,3,3,1,2,4,1,149,2,8,0,7,7,33,23,0,1631,0,1,1,1,0,0,0
2,1,0,2,0,1,4,1,76,2,302,3,6,8,3,13,0,2524,1,1,1,1,0,1,0
3,1,0,3,1,1,4,1,268,2,1343,2,7,12,17,15,1,2167,0,1,1,0,1,0,1
1,0,1,3,3,0,3,0,246,3,9671,3,3,5,12,0,0,4922,1,1,1,0,1,1,1
0,0,2,0,3,0,0,1,54,1,6465,1,2,16,13,20,2,2328,0,1,1,1,0,0,0
2,1,3,0,2,1,4,0,158,0,647,3,1,15,31,6,2,940,1,1,1,1,1,1,0
2,0,3,2,1,0,0,0,94,2,421,2,2,18,11,1,1,1146,1,1,1,1,1,0,1
1,1,2,2,2,2,4,1,173,3,50,3,1,4,42,1,0,3287,0,1,0,1,1,1,0
1,0,2,1,3,2,4,2,124,2,16,0,4,14,20,13,2,1835,1,0,0,1,0,0,0
3,1,3,2,1,0,3,0,86,3,4276,0,6,10,26,11,1,3197,0,1,1,0,1,1,0
0,1,0,1,1,0,1,2,174,2,2218,1,1,24,33,18,2,1984,0,0,0,0,0,1,0
2,0,3,3,2,0,2,1,185,1,6994,0,4,4,4,6,1,2079,1,0,0,1,0,0,0
0,1,3,0,1,0,2,0,296,3,6883,0,3,19,4,12,1,3122,0,1,0,1,1,0,1
1,0,3,2,1,0,2,0,87,2,4737,2,7,16,13,8,2,2545,1,0,1,0,1,1,1
3,1,3,1,0,2,4,2,122,3,43,3,2,12,12,24,1,2620,0,1,0,1,1,1,1
0,0,3,1,3,0,1,0,173,2,5027,1,6,15,36,9,2,1799,1,0,0,1,0,0,0
3,0,3,2,1,0,5,2,135,1,5330,1,7,6,23,3,2,2813,0,1,0,1,0,1,1
0,0,1,0,0,0,2,2,165,3,7390,2,3,11,0,9,1,3040,0,1,1,0,0,0,1
3,0,0,0,3,1,4,0,223,1,1586,0,5,2,29,24,2,1327,0,1,1,0,1,1,0
0,1,0,0,2,1,4,2,85,3,224,1,7,2,15,15,1,2752,1,0,0,1,0,0,1
0,1,3,3,3,0,3,0,263,1,2929,1,6,2,4,16,2,2211,1,0,0,0,1,1,1
1,0,1,0,1,2,4,0,191,2,81,1,7,20,21,1,2,1589,1,1,0,1,1,0,0
0,1,2,1,0,2,4,0,224,3,61,3,5,5,13,2,2,2905,0,1,0,1,0,1,1
2,0,0,2,2,0,3,2,150,2,546,3,3,14,39,9,1,2594,0,0,0,1,0,0,0
2,0,3,1,2,1,4,0,149,1,1560,0,3,1,37,13,0,1515,0,0,1,1,1,1,1
0,1,0,0,3,1,4,1,144,0,560,3,6,1,49,7,0,2281,0,1,1,1,1,1,0
1,0,0,0,1,2,4,1,170,2,93,2,2,0,49,9,1,2003,1,0,1,1,1,0,0
0,0,1,0,1,2,4,1,198,2,39,1,6,10,1,0,0,1163,0,1,1,0,1,0,0
2,0,2,3,1,0,0,0,128,3,9745,3,1,19,45,1,0,4556,1,0,1,0,1,1,1
1,0,3,3,0,2,4,1,81,0,74,0,6,13,26,24,2,1417,0,1,1,0,0,1,0
3,1,2,0,0,1,4,1,93,0,1846,0,5,19,2,18,2,899,1,1,1,1,0,1,0
0,1,3,3,2,1,4,0,295,0,706,0,7,19,5,22,1,1221,1,0,1,1,0,1,0
2,0,1,1,2,2,4,0,119,3,21,3,3,12,5,0,0,2186,0,1,0,0,0,1,1
3,0,3,2,3,1,4,2,222,2,103,2,3,9,4,19,0,1538,0,1,1,0,1,1,0
0,1,3,2,0,2,4,1,298,0,52,3,7,20,29,13,1,2502,0,0,0,1,0,0,0
3,1,0,2,0,0,1,0,52,0,8797,0,7,13,23,5,2,1059,1,1,0,1,1,0,1
0,0,0,0,3,2,4,0,299,0,47,2,1,12,1,13,0,820,1,0,0,0,0,0,1
2,0,2,1,2,1,4,1,92,1,1967,1,4,8,15,22,1,1348,1,1,0,1,1,1,0
1,1,2,2,3,0,3,1,273,1,9980,0,7,17,45,20,1,5663,0,0,0,0,0,0,1
3,0,1,3,1,1,4,1,62,1,1232,0,5,6,16,16,0,904,1,0,0,1,1,1,0
1,1,2,3,0,2,4,0,231,2,51,3,5,1,44,0,2,3046,0,1,0,0,1,0,0
2,0,2,2,3,0,3,0,146,1,3192,0,4,12,41,24,2,2248,0,0,0,0,0,0,1
1,0,1,2,1,2,4,0,182,3,24,3,4,6,3,5,1,2436,0,0,0,0,0,1,1
2,1,2,3,3,2,4,2,181,3,50,0,4,21,28,24,1,3172,0,0,0,1,1,1,0
1,1,2,3,3,0,5,1,78,1,798,3,3,0,33,13,1,2401,0,1,0,1,1,1,0
1,1,3,2,1,1,4,0,140,1,409,0,1,21,25,18,1,1224,0,1,0,1,1,0,0
0,0,3,1,1,0,1,1,229,0,2389,3,5,24,38,23,2,1480,0,1,1,1,1,1,1
2,0,0,1,3,0,3,2,82,2,9773,2,2,5,12,21,1,4307,0,1,1,1,1,1,0
2,1,0,0,1,1,4,1,284,0,1328,2,2,5,38,10,2,1638,0,1,0,1,0,0,1
3,0,3,1,1,1,4,0,155,0,1478,1,4,19,47,22,2,1110,1,0,1,1,1,0,1
0,1,1,1,0,1,4,1,245,3,1308,0,3,9,12,12,0,2449,1,1,1,1,1,0,0
2,1,0,3,2,0,0,1,230,3,3310,2,4,13,11,3,1,3881,0,1,1,0,0,0,1
1,0,0,2,0,2,4,0,139,0,75,1,2,14,42,13,0,1576,1,0,0,0,1,1,0
3,0,3,1,2,1,4,1,175,0,1774,0,1,12,25,8,2,980,1,0,0,0,1,1,0
2,1,3,2,0,0,2,0,95,2,2910,1,3,12,5,5,0,2708,0,0,0,1,0,1,1
2,0,3,3,1,2,4,1,70,1,98,1,1,8,35,15,2,909,0,1,1,0,0,0,1
1,1,0,1,0,2,4,2,167,3,13,0,6,7,41,2,0,3690,1,0,1,1,0,1,1
0,0,2,0,0,1,4,0,210,2,1098,3,7,16,22,11,0,2416,1,0,0,0,0,0,0
0,0,2,1,0,2,4,2,294,0,0,0,7,21,41,6,2,1276,1,1,1,0,1,1,0
1,0,3,3,1,1,4,1,146,1,854,0,4,20,31,17,1,1499,0,0,0,0,1,0,1
1,1,1,2,1,2,4,0,140,3,85,1,3,3,30,14,0,3069,0,0,0,1,1,1,1
3,1,0,3,0,2,4,2,239,3,89,1,1,19,17,20,1,2696,1,1,1,1,1,0,1
1,0,3,3,3,0,2,2,258,1,7715,2,2,7,46,22,0,3432,0,1,0,0,1,1,0
0,0,0,2,2,2,4,2,108,0,59,2,2,1,4,6,1,763,0,1,1,1,0,1,1
2,0,1,1,2,2,4,0,291,1,51,0,5,24,42,22,0,1531,1,1,1,1,0,0,0
1,0,0,2,2,0,5,2,188,1,2553,3,3,4,29,9,2,3050,0,0,1,0,1,1,1
0,1,1,3,0,2,4,1,142,0,65,1,3,10,43,22,0,1988,0,0,1,1,1,0,1
3,0,1,3,3,1,4,0,69,3,274,0,4,11,30,10,1,1852,1,1,0,1,1,0,0
0,0,1,2,3,2,4,0,209,3,50,3,2,3,39,5,0,2296,0,1,0,0,0,0,1
2,0,2,2,1,1,4,1,58,2,219,1,7,14,18,2,0,1757,0,0,1,1,1,1,0
1,0,1,2,1,0,2,1,231,2,6510,1,6,23,19,1,2,2744,1,1,0,0,1,1,0
2,1,1,2,0,2,4,1,216,1,18,2,2,17,34,4,0,1985,1,1,1,1,1,1,1
0,1,3,2,1,1,4,2,163,0,1118,1,4,12,33,24,0,1275,1,1,1,1,1,0,0
3,0,0,3,0,1,4,0,147,1,1095,3,1,18,42,10,1,1586,0,1,1,0,0,1,0
0,1,0,1,3,2,4,0,217,1,23,0,4,24,48,8,2,1681,1,1,0,1,0,1,1
1,1,2,0,3,2,4,0,238,2,83,0,4,21,33,15,1,2230,0,1,0,0,1,1,0
1,1,1,3,2,2,4,0,251,2,20,3,7,7,21,8,0,3099,1,0,0,1,0,0,1
3,1,1,3,1,0,2,2,60,0,7285,3,1,14,7,0,1,1757,0,0,1,0,1,1,0
1,0,1,1,0,1,4,0,175,1,405,1,4,7,27,10,2,1532,1,1,0,0,0,0,0
3,1,1,1,1,0,5,1,266,2,6743,2,1,20,23,18,0,4416,0,0,0,0,1,1,0
2,1,2,3,3,2,4,2,114,1,8,2,6,19,13,9,1,1701,1,1,1,1,0,1,0
1,1,1,1,2,2,4,2,132,3,41,1,7,16,47,23,1,4194,0,0,0,1,0,1,1
3,1,1,3,2,1,4,0,106,2,1059,0,3,12,26,6,0,1634,1,1,0,0,1,0,1
0,0,1,3,2,2,4,2,108,1,49,2,2,23,23,6,0,1329,0,0,0,0,0,0,0
2,1,3,2,2,2,4,0,145,3,26,0,7,3,24,6,1,2901,0,0,0,0,1,1,0
3,1,1,3,0,1,4,2,84,2,1345,0,2,1,49,18,1,2536,0,0,0,1,1,0,0
2,1,3,1,3,2,4,0,171,3,93,2,4,24,23,23,0,3100,0,1,0,0,1,0,1
3,0,0,3,2,2,4,2,68,3,0,0,3,5,44,11,2,2180,0,1,0,1,1,1,0
3,1,0,0,2,2,4,2,275,0,63,0,6,21,30,22,0,1629,1,0,1,1,1,1,0
1,1,2,3,2,2,4,1,217,0,44,2,2,8,32,10,2,1493,1,0,0,0,1,1,0
3,0,1,1,3,0,5,2,139,1,1025,3,1,12,14,20,2,1543,0,0,0,1,0,1,0
3,0,3,3,1,1,4,0,141,2,265,0,1,22,47,11,2,1389,1,0,1,0,0,0,0
1,1,0,2,3,2,4,0,146,1,59,3,7,22,1,1,0,2118,0,1,1,1,1,0,1
1,0,3,2,2,2,4,1,221,2,60,1,6,16,26,23,1,2288,0,1,0,0,0,1,1
